---------------------------------------------
Log C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06\console.log started at 2026-01-03 11:48:06 (2026-01-03 10:48:06 UTC)

11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\logs\logs_2026-01-03_11-48-06' to filesystem under name logs
11:48:06.272 ENGINE       : FileSystem: Adding relative directory 'C:\Users\nomisum\Documents\My Games\ArmaReforger\profile' to filesystem under name profile
11:48:06.274 ENGINE       : Initializing engine, version 187305
11:48:07.413 ENGINE       : Addon dirs:
11:53:29.423 WORLD        : UpdateEntities
11:53:29.423  WORLD        : Frame
11:53:29.423   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.423   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.425 WORLD        : UpdateEntities
11:53:29.425  WORLD        : PostFrame
11:53:29.425   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:29.444 WORLD        : UpdateEntities
11:53:29.444  WORLD        : Frame
11:53:29.444   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.444   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.464 WORLD        : UpdateEntities
11:53:29.464  WORLD        : Frame
11:53:29.464   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.464   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.485 WORLD        : UpdateEntities
11:53:29.485  WORLD        : Frame
11:53:29.485   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.486   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.507 SCRIPT       : GRAD_BC_ReplayManager: UpdatePlayback called (#450) - Current frame: 155/166
11:53:29.508 SCRIPT       : GRAD_BC_ReplayManager: Playback time: .2f, Speed: .2f, Frame: 155/166
11:53:29.508 SCRIPT       : GRAD_BC_ReplayManager: Processed 1 frames in this update cycle
11:53:29.508 WORLD        : UpdateEntities
11:53:29.508  WORLD        : Frame
11:53:29.508   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.508   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.528 WORLD        : UpdateEntities
11:53:29.528  WORLD        : Frame
11:53:29.528   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.528   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.551 WORLD        : UpdateEntities
11:53:29.552  WORLD        : Frame
11:53:29.552   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.552   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.572 WORLD        : UpdateEntities
11:53:29.572  WORLD        : Frame
11:53:29.572   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.572   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.593 WORLD        : UpdateEntities
11:53:29.593  WORLD        : Frame
11:53:29.593   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.593   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.613 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:29.613 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'US', position: [7449.13, 21.76, 4652.52], direction: -10.5539°, type: Rifleman
11:53:29.613 SCRIPT       : GRAD_BC_ReplayMapLayer: Transmission 1 - State: 2, Progress: 3.22222%, Position: [7447.4, 21.8717, 4655.9]
11:53:29.613 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks for persistent display
11:53:29.613 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:29.614 WORLD        : UpdateEntities
11:53:29.614  WORLD        : Frame
11:53:29.614   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.614   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.635 WORLD        : UpdateEntities
11:53:29.635  WORLD        : Frame
11:53:29.635   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.635   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.657 WORLD        : UpdateEntities
11:53:29.657  WORLD        : Frame
11:53:29.657   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.657   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.677 WORLD        : UpdateEntities
11:53:29.677  WORLD        : Frame
11:53:29.677   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.677   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.700 WORLD        : UpdateEntities
11:53:29.700  WORLD        : Frame
11:53:29.700   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.700   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.719 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:29.719 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'US', position: [7447.98, 21.8, 4653.88], direction: -20.5624°, type: Rifleman
11:53:29.719 SCRIPT       : GRAD_BC_ReplayMapLayer: Transmission 1 - State: 2, Progress: 3.22222%, Position: [7447.4, 21.8717, 4655.9]
11:53:29.719 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks for persistent display
11:53:29.719 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:29.720 WORLD        : UpdateEntities
11:53:29.720  WORLD        : Frame
11:53:29.720   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.720   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.739 WORLD        : UpdateEntities
11:53:29.739  WORLD        : Frame
11:53:29.739   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.739   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.761 WORLD        : UpdateEntities
11:53:29.761  WORLD        : Frame
11:53:29.761   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.761   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.781 WORLD        : UpdateEntities
11:53:29.781  WORLD        : Frame
11:53:29.781   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.781   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.802 WORLD        : UpdateEntities
11:53:29.802  WORLD        : Frame
11:53:29.802   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.802   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.804 WORLD        : UpdateEntities
11:53:29.804  WORLD        : PostFrame
11:53:29.804   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:29.824 WORLD        : UpdateEntities
11:53:29.824  WORLD        : Frame
11:53:29.824   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.824   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.845 WORLD        : UpdateEntities
11:53:29.845  WORLD        : Frame
11:53:29.845   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.845   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.866 WORLD        : UpdateEntities
11:53:29.867  WORLD        : Frame
11:53:29.867   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.867   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.888 WORLD        : UpdateEntities
11:53:29.888  WORLD        : Frame
11:53:29.888   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.888   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.909 WORLD        : UpdateEntities
11:53:29.909  WORLD        : Frame
11:53:29.909   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.909   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.929 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:29.929 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'US', position: [7447.79, 21.82, 4654.4], direction: -19.0098°, type: Rifleman
11:53:29.929 SCRIPT       : GRAD_BC_ReplayMapLayer: Transmission 1 - State: 2, Progress: 3.22222%, Position: [7447.4, 21.8717, 4655.9]
11:53:29.929 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks for persistent display
11:53:29.929 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:29.929 WORLD        : UpdateEntities
11:53:29.929  WORLD        : Frame
11:53:29.929   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.929   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.950 WORLD        : UpdateEntities
11:53:29.950  WORLD        : Frame
11:53:29.950   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.950   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.972 WORLD        : UpdateEntities
11:53:29.972  WORLD        : Frame
11:53:29.972   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() during playback - 1 markers
11:53:29.972   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.972   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:29.994 WORLD        : UpdateEntities
11:53:29.994  WORLD        : Frame
11:53:29.994   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:29.994   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.014 WORLD        : UpdateEntities
11:53:30.014  WORLD        : Frame
11:53:30.014   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.014   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.017 WORLD        : UpdateEntities
11:53:30.017  WORLD        : PostFrame
11:53:30.017   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:30.036 WORLD        : UpdateEntities
11:53:30.036  WORLD        : Frame
11:53:30.036   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.036   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.057 WORLD        : UpdateEntities
11:53:30.057  WORLD        : Frame
11:53:30.057   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.057   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.078 WORLD        : UpdateEntities
11:53:30.078  WORLD        : Frame
11:53:30.078   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.078   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.099 WORLD        : UpdateEntities
11:53:30.099  WORLD        : Frame
11:53:30.099   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.099   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.121 WORLD        : UpdateEntities
11:53:30.121  WORLD        : Frame
11:53:30.121   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.121   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.140 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:30.140 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'US', position: [7448.42, 21.84, 4654.78], direction: 83.8734°, type: Rifleman
11:53:30.140 SCRIPT       : GRAD_BC_ReplayMapLayer: Transmission 1 - State: 2, Progress: 3.22222%, Position: [7447.4, 21.8717, 4655.9]
11:53:30.140 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks for persistent display
11:53:30.140 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:30.141 WORLD        : UpdateEntities
11:53:30.141  WORLD        : Frame
11:53:30.141   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.141   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.161 WORLD        : UpdateEntities
11:53:30.161  WORLD        : Frame
11:53:30.161   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.161   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.183 WORLD        : UpdateEntities
11:53:30.183  WORLD        : Frame
11:53:30.183   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.183   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.185 WORLD        : UpdateEntities
11:53:30.185  WORLD        : PostFrame
11:53:30.185   SCRIPT    (E): BC Debug - m_radioTruckComponent is null
11:53:30.204 WORLD        : UpdateEntities
11:53:30.204  WORLD        : Frame
11:53:30.204   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.204   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.224 WORLD        : UpdateEntities
11:53:30.225  WORLD        : Frame
11:53:30.225   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.225   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.246 WORLD        : UpdateEntities
11:53:30.246  WORLD        : Frame
11:53:30.246   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.246   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.267 WORLD        : UpdateEntities
11:53:30.267  WORLD        : Frame
11:53:30.267   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.267   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.288 WORLD        : UpdateEntities
11:53:30.288  WORLD        : Frame
11:53:30.288   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.288   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.308 WORLD        : UpdateEntities
11:53:30.308  WORLD        : Frame
11:53:30.308   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.308   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.329 WORLD        : UpdateEntities
11:53:30.329  WORLD        : Frame
11:53:30.329   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.330   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.350 SCRIPT       : GRAD_BC_ReplayManager: Displaying frame at 242.566s: 1 players, 0 projectiles
11:53:30.350 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:30.350 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'US', position: [7449.63, 21.8, 4653.42], direction: 108.325°, type: Rifleman
11:53:30.350 SCRIPT       : GRAD_BC_ReplayMapLayer: Transmission 1 - State: 2, Progress: 3.22222%, Position: [7447.4, 21.8717, 4655.9]
11:53:30.350 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks for persistent display
11:53:30.350 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:30.350 WORLD        : UpdateEntities
11:53:30.350  WORLD        : Frame
11:53:30.350   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.350   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.372 WORLD        : UpdateEntities
11:53:30.372  WORLD        : Frame
11:53:30.372   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.372   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.392 WORLD        : UpdateEntities
11:53:30.392  WORLD        : Frame
11:53:30.392   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.392   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.413 WORLD        : UpdateEntities
11:53:30.413  WORLD        : Frame
11:53:30.413   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.413   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.434 WORLD        : UpdateEntities
11:53:30.434  WORLD        : Frame
11:53:30.434   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.434   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.456 WORLD        : UpdateEntities
11:53:30.456  WORLD        : Frame
11:53:30.456   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.456   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.479 WORLD        : UpdateEntities
11:53:30.479  WORLD        : Frame
11:53:30.479   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.479   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.498 WORLD        : UpdateEntities
11:53:30.498  WORLD        : Frame
11:53:30.498   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.498   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.519 WORLD        : UpdateEntities
11:53:30.519  WORLD        : Frame
11:53:30.519   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.519   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.540 WORLD        : UpdateEntities
11:53:30.540  WORLD        : Frame
11:53:30.540   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.540   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.561 SCRIPT       : GRAD_BC_ReplayManager: Displaying frame 160 (time: .2f vs .2f)
11:53:30.561 SCRIPT       : GRAD_BC_ReplayMapLayer: Received frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:30.561 SCRIPT       : GRAD_BC_ReplayMapLayer: Player 1 (nomisum) faction: 'US', position: [7449.63, 21.8, 4653.42], direction: 108.325°, type: Rifleman
11:53:30.561 SCRIPT       : GRAD_BC_ReplayMapLayer: Transmission 1 - State: 2, Progress: 3.22222%, Position: [7447.4, 21.8717, 4655.9]
11:53:30.561 SCRIPT       : GRAD_BC_ReplayMapLayer: Saved last frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks for persistent display
11:53:30.561 SCRIPT       : GRAD_BC_ReplayMapLayer: Updated frame with 1 players, 0 projectiles, 1 transmissions, 0 radio trucks
11:53:30.561 WORLD        : UpdateEntities
11:53:30.561  WORLD        : Frame
11:53:30.561   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.561   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.583 WORLD        : UpdateEntities
11:53:30.583  WORLD        : Frame
11:53:30.583   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.583   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.603 WORLD        : UpdateEntities
11:53:30.603  WORLD        : Frame
11:53:30.603   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.604   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.625 WORLD        : UpdateEntities
11:53:30.625  WORLD        : Frame
11:53:30.625   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.625   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.645 WORLD        : UpdateEntities
11:53:30.645  WORLD        : Frame
11:53:30.645   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.645   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.667 WORLD        : UpdateEntities
11:53:30.667  WORLD        : Frame
11:53:30.667   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.667   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.687 WORLD        : UpdateEntities
11:53:30.687  WORLD        : Frame
11:53:30.687   SCRIPT       : GRAD_BC_ReplayMapLayer: Faction 'US' color from API: 0x-16478745
11:53:30.687   SCRIPT       : GRAD_BC_ReplayMapLayer: Draw() completed - 1 player markers, 0 projectile markers, 1 transmission markers, 0 radio trucks, 11 total commands
11:53:30.708 WORLD        : UpdateEntities
11:53:30.708  WORLD        : Frame
